feature	Taxon	Confidence
d690b06caf9d1e902a9cfa53f24367b1	k__Bacteria	0.9654027323418441
2d4e58b97eae2bb869f7cda9c8bed57b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9999999970621007
2ed31f64127cff21f98ca33a3c3b3ed9	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999993191146972
6e4c4db72fd13c77863060d7ff963f01	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9731991174443781
fccdc7ccb7e3687bd3622446dbe20700	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9358338669119
01dfc74465388176ac75adc46e3d7037	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.813544349380707
a51ef707df6aab41bf55d8f69d492133	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999986223804139
b6a46f1ad439f38bf220a37de78642fc	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.9999988003961794
14c301a2cc858263fedf454756d79c06	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__AF12; s__	0.9999996904101405
5b8ddb72beba45a02f3eefebed139612	Unassigned	0.8581805430538691
08d847af44613a03a4fca3224d53db67	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.9906618401309797
92dec0bdcd06019b77e54eeebd457e7e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.7580249823945228
730592a43f9829a19fbbea9e06da9a8b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__	0.9997081125700211
5cc5e1f727845c47cd965f5dce74853a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9792156339804186
a580af2cd42d6370c99a325006d35c16	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.7512813685348472
075668db9052e0f8b17832dff0c0e1ea	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.756918669346302
b847f91602244d6d63a55b5013e5a1b4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9973986565243128
ea1ce9378e2813e6f519fbba9f262a12	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.7068850578821069
eb1a5d341687fdbe5b4fa9682918526c	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__acidifaciens	0.9810512199241779
